Team_quality,Opponent_quality,Match_location,Match_outcome,Shots_on_target,SFCA,Short_passes,Long_balls,Crosses,Aerial_success,Offsides,Tackles,Fouls,Yellow_cards,Set_piece
1,1,0,1,2,0,456,64,21,50,2,26,13,1,3
0,1,0,0,2,0,334,51,21,53,2,17,23,4,3
0,1,1,0,2,0,335,56,21,38,5,31,15,2,1
1,1,1,0,5,2,267,39,21,22,4,21,12,3,3
1,1,1,1,7,0,210,51,21,46,6,11,19,2,3
1,1,0,0,5,0,358,73,21,54,3,18,15,0,2
1,0,1,1,8,0,470,78,21,62,1,8,17,1,2
0,1,0,0,5,0,404,28,21,63,4,38,19,2,3
0,1,1,0,7,0,390,60,21,79,4,20,12,4,1
0,0,0,0,3,0,392,61,21,29,3,10,22,3,3
1,1,0,0,8,1,452,41,21,46,0,19,16,1,0
1,1,1,0,3,0,534,54,21,61,4,21,11,3,4
1,1,0,0,4,1,457,63,21,76,1,16,20,1,2
1,0,1,0,7,0,442,39,21,50,5,26,14,2,7
0,1,0,0,5,0,517,55,21,50,4,13,9,0,3
1,1,1,0,2,0,409,40,21,31,4,22,14,3,2
1,0,1,1,12,1,629,56,21,78,3,17,10,1,6
1,0,1,1,9,2,391,50,21,53,0,21,16,2,3
0,0,0,0,2,1,315,104,21,65,3,18,20,3,5
0,1,1,0,2,0,347,55,21,63,9,27,13,2,2
0,0,1,1,6,1,531,94,21,45,1,20,11,1,2
0,1,0,1,6,1,596,59,21,77,7,25,13,2,2
1,0,0,0,5,0,393,74,21,56,2,19,13,2,2
0,0,1,0,4,1,478,66,21,88,1,20,12,1,3
0,1,1,0,2,0,405,48,21,56,2,15,20,4,1
1,1,0,0,6,0,784,29,21,44,2,12,9,2,5
1,1,0,0,6,0,602,71,21,55,1,38,27,4,4
1,0,0,1,6,0,767,91,21,50,4,14,7,1,3
1,0,1,0,7,1,576,51,21,83,1,33,12,2,8
1,0,1,1,11,0,380,64,21,53,0,20,13,2,6
0,1,1,0,0,0,385,57,21,50,3,17,21,3,0
1,0,0,1,1,0,376,68,21,50,1,27,14,5,4
0,0,1,1,2,1,371,32,21,86,5,22,15,1,5
1,1,0,1,2,1,385,70,21,39,5,25,14,2,1
1,0,0,1,9,1,746,50,21,43,6,24,14,2,3
1,1,0,0,2,2,489,68,21,53,4,20,14,2,1
0,0,0,0,5,0,401,67,21,52,1,27,11,2,6
0,1,0,0,3,0,404,36,21,40,2,17,10,3,0
0,1,1,0,4,0,356,58,21,67,3,21,13,2,2
1,1,0,0,3,1,464,53,21,50,1,15,14,1,2
0,1,0,0,2,0,282,62,21,46,2,23,10,1,0
0,1,0,0,2,1,413,50,21,23,1,14,11,2,2
1,0,0,1,4,1,386,56,21,45,6,16,12,3,2
1,1,1,1,9,1,404,63,21,60,1,22,16,2,10
1,1,1,0,3,0,395,59,21,53,0,28,9,3,4
0,0,1,1,7,1,478,74,21,71,3,19,12,0,3
1,0,1,1,12,3,319,44,21,50,1,26,25,1,3
0,0,1,1,7,0,514,51,21,44,2,32,16,2,6
0,1,1,0,0,1,348,52,21,38,0,11,8,1,3
0,1,1,0,5,0,324,47,21,43,0,18,12,1,1
1,0,0,1,5,0,463,45,21,60,3,15,11,3,4
0,0,1,1,6,4,414,83,21,53,2,15,7,0,4
0,1,0,0,5,0,338,60,21,44,1,24,18,4,3
1,1,0,0,4,1,414,36,21,56,2,19,23,3,2
1,1,0,1,11,0,548,76,21,57,5,20,3,1,4
1,1,1,1,1,0,342,67,21,59,5,18,16,2,1
0,1,0,0,2,0,439,83,21,54,2,25,15,3,4
0,1,0,0,7,0,402,53,21,54,4,27,10,2,1
1,0,0,1,9,1,432,69,21,57,2,28,6,0,3
1,0,1,1,5,0,431,57,21,48,2,25,9,1,2
0,1,1,0,5,0,391,72,21,48,0,12,16,3,4
1,1,1,0,3,0,481,47,21,47,1,13,9,1,1
1,1,1,0,4,0,507,36,21,54,0,24,12,3,4
1,1,1,0,9,0,451,66,21,45,2,12,4,2,3
1,1,1,1,5,0,559,54,21,55,2,14,7,0,1
1,0,0,1,8,2,472,65,21,40,0,17,17,1,3
1,0,0,1,8,0,585,52,21,64,4,16,15,2,1
1,1,1,0,1,0,645,51,21,79,7,27,13,3,2
1,0,1,1,6,0,329,42,21,44,0,13,14,1,1
0,0,0,1,8,2,430,54,21,59,2,25,11,1,10
0,1,1,0,6,0,474,63,21,50,5,32,18,0,4
0,0,0,0,7,1,547,58,21,62,1,15,16,3,4
0,1,1,0,4,0,469,88,21,37,1,16,17,0,2
1,1,1,0,3,0,583,60,21,55,1,31,9,1,0
1,1,0,1,5,0,632,60,21,41,1,28,10,2,3
1,1,1,1,5,0,672,35,21,57,3,21,19,3,0
1,1,1,1,5,0,513,40,21,43,5,22,5,1,3
1,1,1,0,10,1,622,33,21,38,1,20,16,4,6
0,0,1,1,5,0,514,54,21,69,6,16,10,0,8
1,0,0,1,5,0,786,68,21,58,3,24,13,2,2
0,1,1,0,5,0,452,62,21,50,3,20,14,2,3
1,1,0,1,4,0,468,67,21,44,2,14,18,4,1
0,1,1,0,5,0,520,75,21,80,9,23,11,2,1
1,1,1,1,7,0,568,57,21,43,1,10,8,0,2
1,1,1,1,3,0,695,64,21,53,1,10,13,1,5
0,0,1,0,6,0,432,68,21,32,2,10,6,0,6
0,0,0,0,3,0,467,54,21,49,6,17,10,0,5
0,1,1,0,6,0,486,71,21,26,0,21,16,2,3
1,1,0,0,4,0,608,64,21,73,1,15,13,1,4
0,0,1,1,5,0,496,40,21,61,1,17,13,4,9
1,1,1,0,6,0,465,68,21,50,1,11,20,3,4
1,1,0,0,3,1,378,50,21,31,0,22,8,2,5
0,0,1,1,8,1,300,63,21,59,3,18,12,1,5
1,0,0,1,6,3,613,32,21,62,2,14,16,4,4
0,0,1,0,5,1,513,43,21,54,6,22,13,3,4
0,1,0,0,3,0,395,55,21,42,1,13,14,2,3
1,0,0,0,4,0,496,45,21,44,2,12,17,1,2
1,1,1,1,8,0,550,47,21,50,3,21,8,0,4
1,1,1,0,8,0,439,76,21,50,3,7,5,0,6
0,0,0,0,4,0,394,75,21,52,1,20,5,2,1
0,1,1,0,1,0,434,62,21,45,0,17,22,1,5
0,1,1,0,3,1,562,56,21,55,2,13,15,4,3
0,1,0,0,3,1,413,49,21,47,1,16,16,3,4
1,0,0,1,7,0,881,33,21,50,1,22,6,0,0
0,0,0,1,5,0,558,68,21,55,1,14,13,0,7
0,1,0,0,3,0,439,64,21,49,4,11,15,3,1
1,1,0,0,7,0,655,54,21,50,0,9,8,1,3
0,1,1,0,5,0,432,72,21,47,2,14,10,1,2
0,0,1,0,4,0,377,69,21,67,0,18,11,3,2
1,0,1,0,5,0,503,34,21,53,1,12,14,3,3
1,0,0,1,5,0,558,68,21,55,1,14,13,0,7
1,1,1,1,7,0,677,78,21,50,2,12,9,0,5
1,1,0,1,5,1,627,51,21,52,0,9,21,2,1
0,0,0,0,1,0,214,72,20,25,9,27,19,2,2
1,0,0,0,3,1,312,76,20,65,3,19,15,2,4
0,1,1,0,5,0,265,56,20,32,1,13,17,1,1
0,1,0,0,3,0,282,63,20,57,1,20,22,1,2
0,1,1,0,5,0,345,72,20,48,1,21,12,1,5
0,0,1,0,3,0,413,55,20,40,3,12,12,4,1
1,1,1,0,2,1,368,57,20,47,3,33,14,1,3
1,0,0,1,8,0,404,67,20,91,1,21,19,2,3
0,0,1,0,2,0,343,66,20,69,2,18,20,2,0
1,1,1,1,5,0,550,65,20,50,5,25,14,2,4
0,1,1,0,3,4,334,79,20,45,3,23,19,2,1
0,0,1,0,1,0,362,67,20,77,3,21,16,2,0
1,0,0,0,3,0,482,61,20,36,7,16,10,2,5
1,1,0,0,3,0,449,56,20,44,1,18,16,1,3
1,1,1,1,5,0,302,50,20,65,1,19,15,1,2
1,1,1,1,2,0,405,64,20,68,1,44,9,0,2
0,1,1,0,5,1,336,58,20,45,1,24,17,1,3
0,0,1,1,11,0,502,56,20,42,2,25,12,0,4
1,0,0,1,6,0,643,75,20,61,7,20,19,3,3
1,1,0,0,2,0,355,56,20,57,4,15,16,3,2
0,0,1,1,5,1,355,77,20,48,0,16,17,2,1
0,0,0,0,4,0,354,66,20,25,2,21,18,2,4
0,0,0,0,3,2,322,77,20,65,1,23,18,3,2
1,1,0,0,3,0,512,73,20,40,3,24,7,2,1
0,1,0,1,11,0,488,69,20,42,3,18,15,2,3
1,1,0,0,5,0,265,49,20,61,3,27,21,3,1
1,1,1,1,5,2,331,43,20,57,3,18,16,4,0
1,1,0,1,3,0,407,78,20,43,2,32,17,2,1
1,1,1,0,1,0,292,54,20,64,4,17,16,0,2
1,1,1,0,0,0,328,55,20,83,2,15,16,4,0
0,1,1,0,5,1,333,55,20,46,1,24,14,2,2
0,1,0,0,1,0,331,80,20,47,1,21,24,3,3
0,0,0,0,4,2,314,44,20,0,0,23,11,0,3
1,1,1,0,8,0,372,60,20,67,3,34,10,1,7
1,1,0,0,8,0,473,72,20,56,6,21,10,3,4
0,0,1,0,3,0,446,66,20,46,4,18,13,1,0
0,1,1,0,7,0,205,32,20,50,0,10,23,4,3
1,0,1,1,13,4,593,46,20,60,4,17,11,3,3
1,1,1,0,3,0,382,74,20,41,1,19,14,4,3
1,1,1,1,7,1,665,52,20,57,2,23,6,1,1
1,1,1,0,2,0,572,55,20,23,2,4,11,1,5
1,1,1,1,7,1,298,44,20,73,3,26,16,3,5
1,1,0,0,4,0,433,58,20,56,5,25,14,3,3
1,0,1,1,7,2,377,49,20,76,2,21,12,3,3
0,0,1,1,7,0,328,58,20,33,4,21,16,3,4
0,1,1,0,8,0,335,61,20,50,2,17,5,0,4
0,0,1,1,5,0,450,75,20,65,5,26,11,1,3
0,0,0,0,3,0,411,57,20,35,0,31,10,2,3
1,0,1,1,5,0,434,54,20,44,6,19,19,2,5
0,1,0,0,2,1,389,64,20,44,0,19,13,1,2
1,0,1,1,6,1,497,82,20,54,2,19,11,1,3
0,0,0,0,3,0,305,87,20,53,5,19,14,5,3
1,1,1,0,5,0,434,51,20,52,5,20,8,3,4
1,1,0,1,8,0,391,45,20,39,1,20,18,2,1
1,1,0,1,4,0,347,36,20,68,3,22,20,4,3
1,0,1,0,2,0,581,45,20,48,0,16,13,1,3
1,0,1,1,10,1,552,51,20,56,1,23,11,0,1
1,0,0,1,13,1,466,90,20,46,1,15,9,1,2
0,1,0,0,5,0,264,50,20,35,0,22,14,3,1
0,1,0,0,1,0,573,36,20,21,0,19,14,1,2
0,0,1,1,9,0,431,59,20,70,1,20,18,1,5
1,1,0,0,4,0,490,66,20,47,2,34,8,2,2
0,1,1,0,5,0,557,66,20,72,2,26,12,3,2
1,0,0,1,4,0,429,69,20,70,5,19,13,0,2
1,1,1,0,4,0,362,47,20,60,0,14,13,1,5
1,1,1,1,3,0,373,53,20,63,4,24,8,2,3
1,1,0,0,3,0,415,82,20,37,2,33,10,0,1
1,1,1,1,8,1,539,47,20,50,3,18,19,5,5
1,0,1,0,5,0,373,65,20,63,2,23,19,2,7
0,1,1,1,7,0,336,71,20,65,6,23,16,4,3
0,0,0,0,3,0,777,85,20,60,4,15,11,3,0
0,1,1,0,6,0,592,81,20,42,1,22,9,0,3
1,0,1,1,7,1,737,43,20,79,5,20,10,1,4
1,0,1,1,7,0,547,36,20,52,1,21,5,1,4
1,0,0,1,3,0,486,81,20,54,5,29,6,0,1
0,1,1,0,3,0,358,56,20,61,4,10,9,1,5
0,0,0,0,7,1,441,61,20,56,1,22,3,1,4
1,0,1,1,6,2,613,51,20,79,4,16,9,1,3
1,0,1,1,3,0,393,63,20,65,11,18,18,4,4
1,0,1,1,6,0,279,63,20,64,1,40,15,3,2
0,1,0,0,3,0,494,68,20,36,0,19,22,3,2
1,1,0,0,4,0,665,48,20,64,4,16,13,3,4
0,1,1,0,3,0,225,61,20,48,1,19,12,3,4
0,0,1,1,9,0,482,53,20,56,2,25,9,1,5
0,0,0,0,2,0,365,53,20,44,7,18,7,3,4
0,1,0,0,5,0,349,43,20,50,3,12,8,2,1
1,0,0,1,4,0,497,69,20,52,2,17,7,1,3
1,0,0,0,5,0,579,31,20,30,3,16,20,1,2
0,1,1,0,2,0,293,53,20,27,1,18,14,1,2
0,1,1,0,2,0,388,48,20,44,2,18,16,3,1
1,1,1,1,6,0,363,80,20,41,4,22,18,1,2
1,1,0,0,5,1,595,77,20,26,8,25,10,3,4
1,1,0,0,6,1,221,42,20,45,5,14,15,6,4
1,1,1,0,3,0,577,49,20,52,3,18,17,2,1
1,1,1,1,8,0,220,59,20,54,1,21,15,0,4
1,1,1,1,7,1,619,62,20,63,0,18,10,1,6
0,1,1,0,6,0,413,54,20,62,1,21,14,1,1
1,0,0,1,4,1,544,70,20,57,7,13,12,2,3
0,1,1,1,6,0,611,42,20,50,8,14,12,3,4
1,0,0,1,9,3,652,43,20,64,2,12,10,1,3
1,0,0,1,6,0,421,56,20,54,3,18,8,0,3
1,1,1,0,8,0,469,41,20,47,2,18,12,1,8
1,1,0,0,8,0,395,41,20,55,3,21,9,1,7
1,1,1,1,12,3,370,78,20,36,5,15,13,3,4
0,1,1,0,3,0,310,72,20,44,4,17,10,0,0
0,0,1,0,7,0,548,60,20,38,6,11,13,2,2
0,1,1,1,5,0,602,82,20,55,7,16,12,1,1
1,0,1,1,5,1,401,59,20,55,1,13,17,3,4
0,0,1,1,8,1,748,81,20,59,1,22,8,1,3
1,1,1,0,0,0,353,41,20,61,2,15,16,3,4
1,1,1,0,3,0,342,75,20,36,1,18,14,2,5
1,1,1,1,5,0,462,58,20,57,4,14,4,1,1
1,0,1,0,9,0,358,51,20,67,5,18,10,2,4
1,0,0,0,8,0,417,58,20,62,3,18,7,2,3
0,1,1,1,4,0,316,75,20,59,0,19,12,4,5
1,1,0,1,6,1,622,72,20,53,0,16,10,2,4
1,1,0,0,3,0,514,47,20,30,4,15,17,1,3
0,0,1,0,7,1,532,57,20,44,0,13,22,3,3
1,0,0,1,6,2,448,88,20,53,1,15,9,2,4
1,1,1,1,5,2,534,50,20,61,1,15,8,2,6
1,0,1,1,8,0,381,68,20,58,2,18,15,1,6
0,0,1,0,4,0,354,68,20,59,1,19,18,1,3
1,0,1,1,7,0,574,42,20,80,3,19,8,1,3
1,0,1,0,5,0,623,44,20,60,1,13,19,1,3
0,1,1,0,2,0,557,53,20,35,3,17,20,1,3
1,1,0,0,5,0,439,41,20,46,0,14,13,1,4
1,1,1,1,5,4,535,51,20,47,1,8,11,1,1
1,1,1,0,5,0,289,64,20,64,5,15,11,2,7
0,1,1,0,4,0,240,50,19,22,1,17,12,1,3
0,0,0,1,3,0,319,67,19,50,0,24,16,2,3
0,1,0,0,6,2,407,80,19,54,2,22,23,1,1
1,1,1,1,2,0,271,53,19,31,4,30,20,3,2
1,0,0,1,7,0,324,63,19,70,0,26,14,1,4
1,0,1,1,8,0,443,66,19,72,3,16,19,0,2
0,0,0,0,7,1,311,65,19,40,3,32,20,2,1
1,1,1,0,7,0,341,58,19,52,3,21,16,2,8
1,1,0,0,2,0,372,56,19,29,3,12,16,3,2
0,1,0,0,3,0,248,64,19,38,0,32,23,2,3
0,1,0,1,0,0,254,69,19,25,1,23,18,1,2
0,1,1,0,2,0,259,56,19,39,3,29,11,2,3
1,0,0,1,13,0,616,65,19,65,1,16,14,0,2
1,0,0,1,7,0,468,56,19,21,3,16,9,3,1
1,1,0,1,2,1,386,58,19,41,0,14,10,0,0
1,0,0,1,13,0,558,68,19,57,0,24,16,3,3
1,0,0,0,1,0,603,39,19,70,1,19,19,5,5
0,1,0,0,3,1,305,52,19,36,3,12,16,2,1
0,1,0,0,3,0,321,56,19,40,1,15,21,1,4
1,1,1,1,10,2,397,54,19,67,8,19,12,2,7
1,1,1,0,5,0,306,51,19,43,0,15,12,2,2
0,0,1,0,2,0,187,59,19,47,3,23,19,2,1
1,0,0,0,2,3,237,61,19,36,1,29,13,4,3
1,0,0,1,8,1,486,58,19,69,5,22,23,2,4
0,1,0,0,5,2,309,66,19,44,2,16,16,2,5
1,0,0,1,12,0,800,60,19,50,2,16,12,1,5
0,0,0,1,6,0,558,82,19,69,1,24,11,1,2
0,1,1,0,6,0,342,56,19,42,1,15,9,1,3
1,1,1,0,7,1,314,68,19,54,5,22,14,2,5
1,1,1,1,5,1,345,42,19,50,1,19,11,2,3
1,1,1,1,7,1,430,58,19,45,1,22,8,1,4
1,0,0,1,4,1,482,48,19,64,2,24,11,1,2
1,0,1,1,8,2,318,57,19,46,2,16,17,2,2
0,0,1,1,7,1,433,48,19,30,1,19,15,3,5
1,1,1,1,10,0,914,41,19,42,1,24,10,2,6
0,1,0,0,4,0,351,64,19,44,2,11,18,3,2
0,0,0,1,3,2,358,55,19,63,3,17,18,2,2
0,1,0,1,2,0,296,64,19,59,2,21,12,2,1
1,1,1,0,6,0,327,57,19,45,3,20,14,4,2
0,1,1,1,5,0,447,59,19,25,5,20,16,3,0
0,0,0,0,4,1,440,54,19,67,1,14,16,1,2
0,1,1,0,12,0,446,65,19,52,1,19,10,2,3
1,1,0,0,6,0,765,42,19,69,1,23,9,2,3
1,1,1,0,3,0,300,48,19,43,7,20,15,3,5
1,0,1,1,11,3,357,55,19,57,4,24,22,2,5
1,1,1,1,3,0,531,62,19,61,0,18,12,3,1
1,1,1,0,4,1,196,65,19,45,0,14,12,1,1
1,1,1,1,5,0,295,50,19,47,4,22,14,3,4
1,1,1,0,3,0,446,42,19,51,0,25,18,3,5
1,1,1,1,6,1,404,44,19,61,1,28,10,1,3
1,1,0,0,1,0,519,83,19,53,4,19,10,2,2
1,1,1,0,2,0,383,41,19,35,1,30,14,3,0
0,1,1,0,2,0,487,35,19,24,0,21,14,4,3
1,0,0,0,2,0,401,103,19,49,6,25,14,3,2
0,1,1,0,4,0,293,74,19,54,1,6,11,2,2
0,1,1,0,3,2,250,75,19,40,1,34,15,1,2
1,0,1,1,9,0,548,77,19,67,3,12,7,1,6
0,1,1,0,0,0,356,81,19,41,3,27,23,1,2
1,0,0,0,4,0,311,72,19,28,2,14,16,1,5
1,0,1,1,3,0,299,69,19,54,4,25,9,2,3
0,1,1,0,3,0,346,76,19,43,1,17,11,1,5
0,1,1,0,9,2,520,57,19,38,5,20,11,1,4
1,1,0,0,1,0,621,40,19,56,2,18,20,3,1
1,1,1,1,10,0,461,63,19,47,0,25,19,1,4
1,1,0,0,4,0,390,54,19,50,5,14,7,2,1
0,0,0,1,2,0,350,64,19,50,5,24,13,3,3
0,0,0,1,5,0,272,68,19,71,2,18,11,2,2
1,0,0,0,3,0,222,62,19,58,1,6,10,3,6
0,1,0,0,1,0,467,58,19,48,2,24,9,0,1
1,0,0,1,6,0,283,66,19,63,1,17,23,3,3
0,1,1,0,3,0,333,57,19,33,3,13,9,2,3
0,1,0,0,6,0,404,60,19,72,6,21,13,2,8
1,1,1,0,2,0,382,46,19,59,1,18,12,0,1
1,1,1,0,3,0,432,68,19,26,2,20,14,0,4
1,1,1,1,1,0,338,50,19,36,2,20,18,1,1
1,0,1,0,5,1,329,66,19,38,0,21,17,2,3
0,1,1,0,2,0,506,92,19,53,1,9,7,4,2
1,0,1,1,7,1,707,47,19,61,6,24,4,0,7
0,0,0,0,5,0,331,55,19,33,5,9,19,3,4
1,0,0,1,8,0,520,60,19,51,3,13,9,1,6
1,0,1,1,12,1,407,40,19,63,0,30,12,0,3
0,1,1,0,2,0,451,87,19,70,2,19,3,0,4
1,1,1,0,1,0,465,53,19,52,4,24,9,2,1
1,1,1,1,4,2,760,78,19,36,0,20,11,0,5
0,0,1,0,4,0,364,75,19,41,7,15,15,1,0
1,1,1,1,12,1,704,86,19,54,3,17,12,2,6
1,1,1,1,6,0,507,82,19,47,7,12,9,2,5
1,1,1,1,6,1,504,52,19,55,3,24,12,4,3
1,1,0,1,7,1,507,55,19,52,4,21,10,2,3
1,1,1,1,4,0,267,77,19,39,1,21,12,3,3
1,1,0,0,7,0,609,57,19,46,2,18,8,0,2
0,1,0,0,3,0,481,45,19,47,3,14,17,2,5
0,1,1,0,3,0,346,64,19,63,3,17,9,2,3
0,0,1,0,3,0,297,44,19,65,6,21,10,0,2
1,0,0,0,4,0,276,66,19,47,2,27,14,2,5
0,1,1,0,5,0,376,72,19,35,2,34,14,2,2
1,0,0,0,5,0,602,62,19,52,5,20,8,2,3
0,1,0,0,5,0,285,65,19,52,6,26,17,3,6
1,1,1,0,5,0,691,103,19,58,5,21,11,1,1
1,1,0,1,6,3,542,54,19,52,5,35,11,2,4
1,1,1,0,3,0,431,62,19,57,1,25,9,1,4
1,1,0,1,5,0,411,62,19,59,1,15,14,3,5
1,1,1,0,2,1,223,61,19,47,4,28,13,2,4
0,1,1,0,2,0,350,55,19,39,2,12,12,3,1
1,0,1,1,6,1,639,50,19,65,4,13,7,2,3
1,1,1,0,2,0,370,48,19,41,3,15,16,1,1
0,1,1,0,4,1,421,65,19,32,1,21,13,1,8
0,1,0,0,0,1,262,79,19,30,1,28,19,2,2
0,1,1,0,0,0,419,39,19,43,2,18,10,4,3
1,1,1,1,9,1,306,56,19,60,1,16,11,1,3
1,1,1,1,5,0,252,57,19,55,1,13,12,3,8
1,1,0,0,1,0,610,56,19,43,0,20,10,3,3
0,1,1,0,3,1,293,49,19,59,0,14,12,2,4
1,0,1,0,4,1,492,44,19,50,2,17,8,3,4
0,1,1,0,9,0,421,51,19,50,1,24,17,4,7
1,0,1,1,6,1,650,62,19,57,1,14,10,1,3
0,1,0,0,8,0,457,46,19,55,1,12,14,2,9
1,1,1,1,5,2,496,51,19,74,3,32,21,2,2
1,1,0,0,3,0,415,49,19,56,2,9,12,2,6
1,1,0,1,8,0,588,65,19,56,3,24,8,0,5
0,1,1,0,2,0,397,62,19,43,4,13,16,4,0
0,1,0,0,7,1,386,42,19,56,0,18,4,1,2
1,0,1,1,4,0,618,41,19,47,4,13,11,4,0
1,0,0,1,8,4,524,65,19,59,1,8,10,1,3
0,1,0,0,5,1,466,53,19,64,0,13,13,3,3
0,0,1,1,8,0,496,37,19,52,2,14,13,2,5
1,0,0,1,11,0,642,39,19,52,1,13,8,3,3
0,1,0,0,4,0,488,68,19,21,7,20,10,2,2
1,0,1,0,8,0,613,57,19,70,0,13,13,2,3
1,1,0,0,10,1,825,30,19,44,1,15,9,3,7
1,1,0,1,5,0,674,42,19,68,1,14,8,0,6
1,1,0,0,5,2,528,37,19,42,2,14,9,1,2
1,0,0,0,4,0,478,56,18,64,1,12,20,1,1
1,0,0,1,2,0,509,50,18,67,2,20,22,2,2
1,0,0,1,7,0,284,77,18,52,3,19,8,3,5
1,0,0,1,9,0,362,76,18,68,3,26,18,1,1
1,1,0,1,4,1,290,64,18,56,4,15,15,3,2
0,1,0,0,1,0,370,63,18,30,0,29,17,4,0
1,0,0,0,4,2,327,55,18,80,4,25,20,2,1
1,1,0,0,4,0,347,57,18,50,2,20,23,3,1
1,0,0,1,11,0,483,81,18,47,1,29,6,2,2
0,1,1,0,1,0,242,59,18,53,2,21,16,0,3
0,1,1,0,5,0,404,49,18,50,4,28,11,1,1
1,1,1,1,4,2,258,72,18,56,2,30,14,1,3
1,1,1,1,4,1,250,45,18,42,1,31,16,1,5
1,1,0,1,4,0,301,63,18,47,7,23,12,4,3
1,0,0,0,3,1,380,86,18,61,3,15,15,2,2
0,1,1,0,2,0,321,49,18,61,5,16,13,0,2
0,1,1,0,4,0,261,58,18,50,2,25,15,1,1
0,0,1,1,2,0,298,57,18,71,1,17,13,1,3
0,1,0,1,4,0,388,86,18,41,6,19,25,2,3
1,0,1,1,7,0,490,70,18,58,5,36,14,1,6
0,1,0,0,0,0,296,34,18,42,2,26,15,2,1
0,1,1,0,3,0,427,68,18,25,3,14,13,2,2
0,1,0,0,4,0,385,55,18,35,2,32,16,2,2
1,0,0,1,9,0,852,74,18,75,5,16,11,1,2
0,0,0,1,3,2,433,63,18,64,0,17,15,1,3
0,1,0,0,4,0,344,40,18,43,5,21,13,1,4
1,1,1,0,7,0,714,55,18,63,5,12,10,3,9
1,0,0,1,11,1,494,72,18,57,7,19,11,1,7
1,0,0,0,2,2,316,59,18,42,3,19,11,3,2
1,0,0,0,9,1,376,47,18,45,2,11,10,4,3
1,1,0,1,11,4,443,55,18,46,4,22,18,4,7
0,0,1,0,7,0,517,44,18,25,2,19,15,3,5
1,0,1,1,5,1,331,71,18,37,0,27,13,2,3
1,1,1,1,5,0,369,65,18,38,6,23,15,2,6
1,1,1,1,5,2,350,63,18,63,6,11,12,3,4
1,1,0,1,3,3,276,70,18,53,4,30,17,1,4
1,1,1,1,6,0,476,79,18,45,4,29,12,3,8
1,0,0,1,8,0,275,69,18,47,3,14,13,2,8
1,0,1,1,3,0,518,85,18,31,1,14,15,3,0
1,0,0,1,9,1,493,71,18,60,2,34,16,2,1
1,0,1,1,3,0,480,77,18,56,5,19,17,1,2
0,1,1,0,4,0,270,57,18,45,5,19,17,2,4
1,0,1,1,5,0,577,37,18,81,5,18,15,3,1
1,1,0,0,6,1,265,60,18,54,3,23,12,3,6
1,1,1,0,3,0,260,51,18,64,3,20,11,1,2
1,1,1,1,7,0,430,43,18,92,3,16,16,4,5
0,0,0,0,3,0,307,64,18,48,1,13,18,2,3
1,1,0,0,5,0,453,53,18,67,5,19,16,1,2
0,1,0,0,3,0,257,55,18,41,1,21,18,2,0
0,1,0,0,1,0,334,57,18,56,1,20,14,3,6
1,0,0,1,6,2,542,56,18,54,0,28,12,3,3
0,1,1,0,5,0,301,66,18,40,1,30,11,2,7
0,0,1,1,5,0,346,69,18,47,1,26,21,1,3
1,1,1,1,6,0,494,62,18,44,1,26,10,3,2
1,1,1,0,4,0,403,65,18,43,0,22,9,2,1
1,1,0,1,4,0,824,43,18,65,6,14,10,2,1
1,0,1,1,7,0,729,38,18,49,2,26,15,0,4
0,1,1,1,7,2,305,76,18,46,1,26,15,1,3
0,1,1,0,4,1,311,45,18,46,4,24,11,5,5
1,0,0,0,4,0,632,56,18,75,3,19,11,1,0
1,0,1,1,5,2,451,60,18,58,0,19,11,0,5
1,0,0,0,2,0,368,63,18,54,1,25,11,2,4
1,0,0,0,10,0,560,48,18,77,6,23,7,1,8
1,0,1,0,3,0,406,105,18,44,3,16,15,4,1
0,1,0,1,5,0,303,95,18,56,2,25,21,4,7
1,1,1,1,5,1,489,58,18,50,7,19,14,3,3
1,1,1,0,4,1,433,44,18,41,6,27,12,3,4
0,0,0,0,2,1,270,65,18,23,1,13,17,3,4
0,1,0,0,3,1,304,67,18,34,0,26,7,0,1
1,1,0,0,4,0,356,49,18,63,0,22,12,5,2
1,1,1,0,4,0,360,42,18,45,6,15,10,1,2
1,1,1,0,5,0,555,49,18,39,0,24,20,0,3
1,0,0,0,5,0,459,43,18,56,5,18,14,1,6
1,0,0,1,6,1,684,68,18,69,1,24,6,3,6
1,0,0,0,9,2,369,68,18,46,1,18,13,2,5
1,1,0,0,2,0,445,79,18,48,3,15,4,0,2
0,1,1,1,6,0,326,65,18,36,4,18,16,4,4
1,1,0,0,2,0,326,68,18,50,4,20,18,4,7
1,1,1,1,9,0,430,52,18,47,1,23,12,2,2
1,1,0,0,4,0,613,77,18,36,0,21,10,4,4
1,1,0,0,3,0,557,53,18,71,2,15,12,2,6
1,1,0,0,3,0,331,77,18,50,3,36,15,2,1
1,1,1,1,3,0,244,70,18,45,1,14,24,3,2
0,0,1,0,3,0,404,79,18,47,1,17,15,2,1
1,0,1,0,6,0,309,65,18,50,2,30,15,2,6
0,0,0,1,6,0,459,49,18,61,5,27,7,1,2
0,1,0,0,2,0,460,55,18,56,3,16,18,3,1
1,0,0,1,2,0,588,53,18,56,2,20,9,2,6
1,1,1,1,6,0,356,63,18,83,2,18,11,2,3
1,1,1,1,8,0,531,69,18,61,2,13,12,2,8
